UserID,Item1,Item2,bitClassification
2222,2019,1339,1
1502,2627,1026,1
815,292,1967,0
725,1897,2766,1
1879,1805,3283,1
682,1853,449,1
4709,2047,2660,1
5459,1367,8,1
4533,1737,408,1
2120,95,3365,1
1460,1422,3677,1
4595,1263,983,1
5886,106,35,1
1621,613,641,0
517,1047,2509,1
2395,334,517,0
5629,199,3369,1
2077,1586,1677,1
1899,2852,3373,0
1613,814,414,0
4441,910,2243,1
5639,3229,3274,1
2450,2821,2814,0
1350,1782,1190,0
2653,339,1385,0
62,2933,279,0
5869,1900,1804,0
5817,2060,697,1
1508,3010,3337,1
2593,3129,361,0
5104,1838,127,1
430,3422,2366,0
5572,1338,2462,0
4854,26,2814,1
2220,2669,2417,0
1247,2479,1631,0
4667,1002,1064,0
4912,1663,2151,0
2370,2146,3142,1
5684,1262,473,1
4149,2734,287,0
3323,109,657,1
2849,1732,215,0
3229,2404,2093,0
3268,2232,538,1
3237,1371,541,1
5522,3569,2458,1
2432,158,1176,1
4519,161,938,1
90,645,497,1
5546,3435,59,0
2055,685,2009,0
4864,2189,538,1
2243,485,2069,1
3126,2379,3536,0
5576,1816,3226,0
3570,2764,2931,0
2389,546,851,1
1457,3195,3006,1
5427,2669,2878,0
4188,1335,299,0
1333,315,2370,1
2449,2580,789,0
2056,3663,639,1
2872,190,1397,1
325,320,722,0
3079,3134,3640,1
3398,1571,1782,1
4835,1231,2099,1
1217,2501,733,1
3963,1182,564,0
105,58,639,1
1854,2621,498,0
5892,1145,1439,1
4134,3550,1950,1
3084,2859,1563,1
2456,3615,986,1
3291,1319,697,1
4795,473,2528,0
4977,3541,2633,0
3579,507,476,1
5548,2411,271,1
2988,2032,2748,0
4253,1918,2815,0
4330,2536,3687,1
1852,1924,2272,1
4981,1970,1833,1
2824,2269,1900,1
5781,535,1240,0
4606,473,579,0
427,166,3098,1
2242,1874,2295,0
1127,2467,188,0
63,3373,1489,0
659,1310,2426,1
2274,313,1118,0
4338,14,3028,0
326,1724,2016,0
4554,511,3146,0
1514,2263,2021,0
4881,559,1162,1
268,3003,878,1
1656,43,2184,1
4780,1905,147,0
3356,602,3183,0
2551,1897,2458,0
3673,2246,140,0
5125,639,1179,1
1815,634,1387,0
4724,3477,1596,0
567,3265,313,1
4430,261,3120,1
3338,1768,2746,0
1864,409,2293,1
5917,3088,2241,1
4637,3152,2630,1
640,2415,3106,1
4211,1064,297,1
3447,2453,1874,0
2134,18,2514,0
5679,66,478,0
2666,2725,1338,0
4703,3386,1388,0
4306,636,3523,1
613,2821,2261,1
5162,3634,2240,0
1667,2211,19,0
4229,730,3310,0
1452,2645,2696,0
6031,2699,1502,0
1137,491,2565,1
3341,2559,2986,1
1496,3248,1930,0
3387,2639,938,0
3109,1891,419,0
2967,825,1806,0
152,3104,1011,1
1031,3405,1144,1
257,1002,2640,0
4600,2406,193,0
1047,1310,2131,0
97,3636,291,0
2970,3681,1707,1
4983,3142,406,0
153,1712,3681,0
1813,2832,1900,1
2300,1224,2750,0
2847,2211,222,1
1034,127,3197,0
5419,1885,1894,0
1727,1707,637,1
495,1095,932,1
5544,641,835,0
3301,1646,602,0
5208,2016,2880,1
5516,1893,2871,1
3027,520,1253,1
5879,1502,2878,1
2135,2758,3621,0
1194,1411,279,1
3223,2488,2584,1
4892,1591,1189,0
3172,549,1586,0
4255,517,1711,1
5913,857,3384,0
2606,2419,366,1
1694,1550,1584,0
4633,2270,3091,1
3343,1568,1100,1
3377,1888,567,1
3023,1635,66,1
5458,1828,1652,1
607,727,2028,1
2635,3317,726,1
4590,1275,1693,1
1661,2155,1856,1
131,310,2458,0
3170,313,2636,0
1944,85,2126,1
5604,2336,1105,0
5426,1550,2214,1
3419,2430,3434,1
4888,3523,2185,0
1195,893,3016,1
4527,361,1582,1
1188,1,2426,1
2521,1215,3620,1
2068,1139,3172,1
2569,2073,2215,0
2763,2836,647,1
2693,349,8,1
5631,405,12,0
2651,405,3521,0
5669,572,988,1
4537,312,1879,1
38,2752,945,0
3742,592,249,1
87,788,3583,1
513,1918,3104,1
809,1707,2708,1
4286,954,343,0
2994,2018,1922,1
3995,1589,548,1
4558,2977,145,1
200,65,3348,0
5911,60,2069,0
5358,2495,290,1
5102,3618,792,0
2740,1693,1461,0
4279,453,955,1
1811,3072,1784,1
5776,1512,756,1
1635,3618,880,1
812,3366,3604,1
1130,1997,2190,0
957,460,3373,1
2294,2484,223,1
3141,3411,995,1
5131,647,2363,0
4191,2985,3550,1
2681,512,3112,0
1451,1254,3515,1
3632,3435,99,1
5022,1464,277,1
1366,3686,2084,1
3811,3522,3336,1
186,1294,2814,0
2185,1431,2901,0
2779,1529,509,0
1671,317,795,1
3479,3035,105,0
5110,2291,2604,0
5827,174,1549,1
5468,348,1450,1
1886,3301,2330,0
4240,2993,783,1
383,1529,320,1
5228,1707,292,0
1119,1028,731,1
3988,1041,1593,0
3455,1272,2812,0
967,1662,2080,0
2980,1487,3280,0
2959,3427,1183,1
3473,3429,727,1
4885,1614,1137,1
2574,2276,2357,0
5392,2525,2819,0
4285,3208,986,1
4390,3057,2188,0
166,342,2044,0
1970,3641,865,1
4798,1158,860,1
528,986,1576,0
2616,3547,884,1
3676,1611,2600,0
3931,3009,2992,0
3428,3141,1707,0
1956,1036,1814,0
1943,1000,3675,0
2333,892,3499,1
3029,2090,1091,1
4505,1434,2107,1
1586,1343,2427,0
5680,2167,359,1
2391,3295,1351,1
2886,676,2370,1
4302,2830,943,1
454,1568,2804,0
3713,430,39,1
4354,3279,2035,1
4773,406,486,0
5377,1023,3233,0
4351,2142,2614,1
1833,1695,2937,0
2030,3330,1561,1
542,2625,3070,0
4702,427,1190,0
1888,223,256,0
4205,449,1853,0
2783,1570,3577,1
948,2242,3009,1
5780,3536,2666,0
2503,2811,814,1
706,3069,780,0
3760,5,72,1
5239,1012,406,1
5407,88,548,1
4150,1199,3116,0
4675,3370,519,0
3302,3197,763,1
2706,3195,644,1
4752,403,3437,0
3466,3361,1404,0
1106,1785,2646,1
2558,3359,1639,1
3978,141,3207,1
1463,83,3373,0
4579,2456,964,1
5332,1777,971,0
3294,113,3154,1
3550,1652,3098,0
5048,1306,2447,1
1294,3689,2745,0
2605,361,764,1
4420,3003,238,0
2239,745,783,1
437,2968,1701,1
1530,1986,1001,1
685,1053,1432,1
2726,3463,3532,1
5464,1091,3083,0
4915,1521,3238,1
2736,1290,3153,0
3306,1769,836,1
5402,703,1138,0
3852,134,65,0
4732,2213,313,0
5186,1659,1503,1
4131,1386,1438,1
1819,3349,232,0
2806,624,1,1
866,236,3678,0
3693,1227,2246,0
3726,280,429,0
5334,3329,3600,0
3120,241,1939,1
2059,3660,888,0
6026,568,3292,1
1816,2329,1701,1
2270,2830,3256,1
2009,577,2705,0
392,1949,2230,1
5393,1049,986,0
588,532,2197,0
3998,3072,3095,1
5624,3667,3013,0
2199,417,435,1
4524,3110,314,1
1415,1060,721,1
2085,863,2339,1
4400,60,1675,0
4365,3187,3525,1
331,126,614,1
1922,2619,3238,1
5012,1194,2411,1
5528,1379,1496,1
4511,1705,1384,1
5499,1639,741,0
4569,406,804,1
4583,2229,3101,0
1282,909,3408,1
4969,2592,83,0
468,3351,1693,1
4328,3583,3174,0
5238,1110,534,1
4807,814,750,1
1214,340,1611,0
3887,2233,1611,1
3545,2646,192,0
5015,1969,757,0
2050,639,1185,0
2585,3617,2412,0
1946,2499,406,1
3054,2346,1400,1
846,522,2252,1
5139,3496,277,0
800,2727,3024,0
1003,3582,1230,1
2468,1854,3229,0
4763,1184,2903,1
5674,696,3677,0
4223,294,3411,0
5442,3409,1440,1
1182,2370,726,1
1265,410,3523,1
4030,1213,3476,1
2943,2248,2799,1
3259,3635,3681,0
3287,2578,1394,1
162,1660,558,1
2717,1365,1618,1
1032,820,628,0
684,40,1950,1
1892,2898,457,0
794,2985,2403,1
3483,2183,1821,1
3844,2892,2687,0
2226,250,3127,0
5691,3158,3178,1
5842,1546,3010,1
3877,3500,3292,0
3506,662,623,1
459,2626,948,1
1096,1208,967,1
893,2102,595,0
4866,756,1,0
1300,240,3553,0
1083,274,2432,0
5790,1639,80,1
4047,2100,337,0
1173,1900,3567,0
5960,918,3062,0
2739,1318,1961,1
53,2993,2349,0
3024,2960,2263,1
3615,1932,1125,0
5706,615,1505,1
5164,968,2522,0
798,405,3030,1
3775,331,130,1
213,290,1531,1
2110,1036,3195,1
2155,1582,2214,0
5727,734,801,1
391,976,497,0
3221,1782,2343,0
5471,2570,3523,1
616,1643,2346,1
373,3623,467,1
3788,281,4,1
3641,3237,3559,0
130,900,2317,0
3053,1953,1396,1
463,586,2705,1
5571,3291,3247,0
2054,1019,2991,0
5787,3604,634,1
3176,3118,3663,0
4494,1953,886,0
1568,287,495,1
2302,3141,3118,0
4658,630,645,0
5909,1183,3439,0
3367,3062,868,0
2198,3528,1266,1
4553,164,176,1
576,1019,3662,1
1037,2469,2462,0
4696,847,782,0
1939,1743,2919,1
3933,449,2182,0
695,625,2194,1
3837,949,304,1
2809,1188,538,1
1591,1125,476,1
1729,1002,2379,1
4632,274,20,0
5058,3438,1075,1
689,975,3398,1
3348,85,2742,1
715,2993,2133,0
5593,1397,1713,0
5657,240,3418,1
5001,3261,1732,1
482,933,3282,0
5734,540,3415,1
5749,734,2242,1
3848,1772,3104,1
902,532,3306,0
4029,2160,3614,1
4937,1822,40,1
1281,2060,641,1
4471,3154,3407,0
901,3158,628,1
2496,1078,2728,0
4238,1612,510,1
1205,2214,429,0
1221,2281,3112,1
508,1784,1984,1
417,2330,2516,1
2051,3234,1223,1
4681,3370,788,1
465,339,3648,1
5807,423,2615,0
3661,2628,363,0
5232,202,3308,0
3768,1189,1391,0
3434,2209,641,0
2787,3201,3423,1
4817,2127,3400,1
25,2332,1156,1
2383,675,2798,1
5970,2903,3541,0
5460,126,1895,0
3866,1069,1220,1
1009,3572,3593,0
140,19,3687,1
319,3015,2624,0
2975,1847,127,1
3174,3308,299,1
4337,539,1653,1
60,1253,3046,0
323,320,2017,0
4908,782,3684,0
4909,2241,3217,1
3098,1656,698,0
1507,2898,1775,0
842,1585,3117,0
5926,266,713,1
3135,2055,1201,0
795,479,860,0
1705,334,1094,0
5089,1397,1488,0
4778,430,1,1
255,1631,1755,1
1327,2468,2336,1
2231,45,3668,1
5406,1232,2066,1
3417,320,2010,0
5298,3440,3108,0
2685,3112,2376,0
1882,615,2263,0
4297,337,2781,1
994,856,2585,1
1358,1831,2608,0
283,2602,3582,1
3225,1359,2013,0
4218,1517,3314,1
5559,788,1839,0
3889,2295,2555,1
4980,1712,3294,0
210,1563,3523,0
4535,3200,2407,0
5329,3098,3571,0
4034,2971,1354,0
779,3190,2738,0
5755,13,3207,1
530,1317,3663,1
1980,1071,175,1
5803,2507,1533,0
4731,1759,3053,0
3459,910,2781,1
4705,791,3082,0
5439,2307,532,1
3339,763,761,1
3521,3224,2478,0
3188,822,1441,0
1588,43,3141,1
3415,1310,2617,0
2374,3600,3287,0
4301,1237,2768,0
2145,313,2804,0
759,2269,3216,1
1512,2841,753,0
826,3430,2151,1
5472,2401,2131,0
4176,2900,405,0
1545,1823,3422,0
3207,1774,3433,1
2662,1852,2005,1
1672,575,675,0
4107,501,2000,0
5217,3601,3604,1
602,488,2783,1
4508,219,1397,1
3839,2966,2218,1
3656,1137,3491,1
3583,2241,2602,1
5007,1392,1265,0
5969,2980,840,0
2254,3583,615,0
2735,1010,2056,0
2042,1926,96,0
5384,1432,643,0
4935,2693,2585,0
1377,2118,2527,1
3256,1103,129,0
3822,2958,734,1
3163,3403,1095,1
5605,3480,3209,0
2877,1227,561,0
4932,1912,2718,0
2708,595,3373,1
2741,330,708,1
3236,2485,2218,0
3278,2908,1424,1
3585,3335,1505,1
3753,3061,3251,1
1306,1897,1036,0
3010,1839,3213,0
679,1489,1173,0
5251,802,2491,0
5995,2135,2490,0
741,156,2555,1
1740,1671,155,0
5324,2425,1047,0
3131,3604,3447,0
4006,3158,3678,0
450,3373,66,0
1981,1217,1962,1
3325,1252,2723,1
1392,3291,3635,0
1057,2263,3666,0
3077,3481,3005,1
5247,1726,3140,1
1670,2396,2560,1
286,730,1203,0
3518,2005,1972,0
4433,3511,2223,1
1855,291,1611,1
1893,1440,1443,0
854,1696,2947,1
1409,2799,1692,1
425,1885,1238,1
2149,3093,1849,0
3197,1227,3625,0
1355,710,2405,1
5615,1503,2334,1
4959,2422,315,0
612,2606,1715,1
4115,123,3118,1
2250,840,3522,1
1141,3297,1720,0
4859,1183,2909,0
3835,1006,40,1
5763,2432,1935,1
2477,1438,2678,0
4016,838,1464,1
3707,1491,1690,1
2660,678,186,1
4757,1421,1609,1
3410,1200,39,1
5097,3284,618,0
3724,2518,2215,0
236,353,2862,1
2277,1615,1267,0
5016,2211,3649,1
3932,1582,1095,1
2344,1095,2718,0
9,287,3154,0
5590,1301,2797,1
4443,3585,2009,0
2441,3432,3523,0
2679,1833,1423,0
4130,1642,3084,1
4391,783,3616,0
2941,274,833,0
1179,1305,1470,0
1352,1066,206,0
4468,3450,1338,1
1405,2743,840,1
2944,2971,223,1
5705,2336,2313,0
2530,1236,2455,0
3451,2792,2532,1
4248,3282,1305,1
5829,1011,2784,0
4122,950,2197,0
4747,129,3660,1
4142,1004,3155,1
5675,628,876,1
4449,3,405,1
3209,1271,1819,1
4560,2511,2684,0
5418,1566,57,0
1011,2973,368,0
1875,2544,2705,0
2631,1825,367,0
4158,3142,2294,1
4206,281,458,0
1095,788,1999,0
936,2099,169,0
5697,223,2860,0
2278,776,3551,1
3117,2377,638,0
3783,1793,3149,0
964,2,621,1
1100,1075,3488,0
3016,3238,491,0
1513,313,321,0
5206,1175,1442,1
1466,1252,1284,0
4323,3532,1232,0
226,3014,1629,0
3148,2862,3263,1
5809,2832,3263,1
4225,1062,3345,0
1652,331,2545,0
978,1486,354,0
5129,3248,1706,0
1659,2425,1139,0
2850,3647,255,1
2892,1385,1913,1
4671,2794,761,1
3920,522,406,1
2896,12,3151,1
2141,3593,1755,1
2352,2407,1174,0
1062,60,70,0
875,362,1006,1
5085,3380,1874,1
5881,1608,1094,1
2072,2181,74,0
3385,1358,1540,0
906,1214,39,0
2727,3447,3585,1
995,3236,3579,0
5039,3163,1101,0
1396,3667,2296,0
5443,2471,493,1
1450,2241,3201,0
2102,3061,301,1
1567,1631,3161,1
4459,1611,3264,0
518,2656,2468,1
3924,710,1279,1
3274,124,1784,0
4151,3308,1201,1
4827,868,2264,0
3966,3607,2254,1
4548,2261,3300,0
4013,3008,642,1
2764,1156,52,0
3014,2175,663,0
6012,3166,1918,1
2973,3184,3365,0
4711,1366,397,1
3715,318,2535,0
2732,3589,3423,0
3092,1759,1085,0
2087,1227,1578,1
177,1489,680,0
3836,2761,639,0
5922,374,1272,1
573,2174,425,0
3358,3067,3163,1
299,2800,1310,1
5469,3292,1365,1
1751,887,279,1
3940,2491,398,1
4372,71,2288,0
349,3291,708,1
5425,2330,649,0
4232,3172,2431,0
4431,2768,361,0
836,3614,1872,1
2643,3522,836,0
4327,2490,2226,0
4708,2599,1339,0
45,423,2714,0
440,708,2993,1
3751,597,3113,0
111,2301,3195,0
1272,2482,313,0
5099,2462,1633,0
1665,538,164,0
5041,1459,549,1
4851,1125,436,1
71,342,3094,1
3699,1700,1083,1
2125,809,3353,1
4742,3264,278,1
4172,541,3635,0
1785,1095,1181,1
5798,3224,1750,0
3999,2507,3388,0
5323,3350,2411,1
4896,2661,343,0
1949,718,3309,0
5940,3583,1629,0
3157,749,2925,1
1018,2440,1149,1
2665,2143,1586,0
686,705,3402,1
3167,1197,1710,1
5165,2425,1926,0
4596,531,882,0
3202,3694,1388,1
265,524,3532,0
1293,134,2862,1
5288,2082,517,0
5852,866,1132,1
1942,1374,1164,1
4001,2164,72,0
1542,222,1448,1
1082,931,112,1
306,3418,2912,0
2520,2803,545,0
5821,433,2096,1
5367,1684,823,1
279,643,745,1
4294,36,557,0
1504,299,668,1
4495,1596,708,1
4797,1584,267,0
2832,1069,639,0
1645,223,205,0
977,1502,1084,1
1572,3705,3490,0
346,750,2369,1
4031,1572,706,0
553,1656,291,1
5630,1525,1319,1
4100,1632,2524,1
4108,1858,124,0
2963,353,2211,0
2556,3388,3675,1
5376,1045,240,1
5702,75,2985,1
565,3195,1468,1
262,2908,2061,1
2614,2327,2370,1
1056,1513,2192,1
5075,682,1840,0
5822,2875,1268,0
310,1531,1071,0
3303,1937,368,0
4051,1141,538,0
5936,663,2855,1
5084,223,1556,0
4417,2288,146,1
1225,908,1419,0
3408,3103,817,0
2927,2300,1620,1
3481,2818,676,1
5397,3459,274,0
3972,1952,854,1
5354,1673,1611,0
1035,575,2559,0
5210,2855,1922,0
506,2540,3597,1
6002,2953,3402,1
1891,3433,829,0
1251,57,3697,0
2870,1303,1272,0
59,1277,1584,1
1574,3607,2625,0
3939,3421,2764,0
3149,1190,1840,0
4636,1450,285,1
2782,1969,980,0
1653,2282,3291,1
2792,1651,57,1
5451,2590,485,0
5905,370,2287,1
777,2895,332,1
3868,3378,1191,0
155,2382,65,1
2990,3627,349,1
3847,2035,3261,1
858,3673,2460,1
3318,1743,2335,1
2603,1397,694,0
46,2181,2109,0
5938,1032,2246,0
50,87,2535,1
2161,35,3444,0
4123,3398,1868,1
3199,201,751,1
5236,319,1687,0
1828,923,2379,1
3539,963,285,1
531,3060,260,1
1204,1062,1188,0
4543,1123,948,1
146,2752,388,1
4283,682,2261,1
880,2163,458,1
4850,641,1807,0
5387,1357,2335,1
1563,3605,1996,0
1536,2673,1503,1
1027,1880,672,0
5537,1553,466,1
2066,274,1476,0
4961,1399,3170,0
622,2106,403,0
223,3292,2847,0
3005,1681,650,0
2841,692,406,0
404,388,282,0
4886,218,3103,0
3871,138,988,0
3465,205,3127,0
742,2769,3314,0
3575,2796,1741,0
1765,1782,2134,1
4470,353,598,0
828,840,1136,1
974,1476,161,0
2531,1662,1144,0
3541,76,2990,0
990,3249,3241,1
917,3233,1182,1
2899,2338,3480,0
3732,1869,2208,0
4226,2011,2935,0
1346,750,2643,0
3690,3541,3521,0
400,2811,2317,1
1344,539,1861,1
4899,2176,50,1
4305,3289,538,1
369,295,2626,1
4488,2565,3246,1
1599,2738,3514,0
4497,380,2738,1
1726,1206,2909,0
5864,3582,2659,1
1683,3163,1833,0
876,3276,1927,0
4163,1743,2324,0
4538,241,3532,0
3576,349,454,1
1741,1134,2793,1
2305,1284,1755,1
1658,108,3586,0
3456,2626,2077,1
1546,2315,1338,1
4018,1739,2417,1
79,3687,3468,1
2379,2153,2135,0
2718,3500,279,1
5923,1886,1304,0
4901,3671,1965,1
2965,606,3179,1
5946,1957,1710,1
3642,2942,532,1
4437,3062,448,1
6007,2664,3170,0
1368,341,2005,1
835,643,639,1
5122,2261,3659,1
734,1076,18,0
293,2270,475,1
3177,2408,3511,1
2952,3003,2725,1
4802,1834,529,0
3814,1007,1024,0
466,1524,2414,0
5394,1797,149,0
1997,2704,3575,1
5330,269,1227,0
5965,3436,2234,1
699,3429,1551,1
687,3016,453,1
802,3557,2290,1
2299,2908,1543,0
4574,3223,3064,1
1348,2402,3166,0
4228,1341,2780,1
4903,3494,2021,0
1697,2718,3233,1
2094,3044,2524,1
2076,2908,2584,1
4269,792,1040,1
1020,2730,962,1
1092,1834,639,1
951,3402,3060,1
3219,3095,307,0
2540,2744,3634,0
2954,2416,3163,0
412,1175,208,0
4452,3533,2563,0
5908,3243,223,1
5307,2099,1336,0
3524,197,133,0
3038,406,2790,1
4568,2880,267,0
1065,1561,701,0
6032,3181,2248,1
3626,304,1550,0
3771,1095,264,0
5721,2068,1849,1
3462,1535,876,1
4546,3666,452,0
2597,2705,1699,1
5562,2990,3072,1
1617,3424,220,0
1067,1,6,0
1535,3671,2405,1
1734,706,3409,1
1529,94,542,1
5278,3158,2094,0
1898,236,1712,0
2514,1549,1236,1
1732,183,359,0
201,716,650,1
1156,405,3222,0
2799,3005,157,0
5098,3513,2564,0
3951,1338,783,1
1809,654,462,0
2431,3411,2372,1
376,1874,3031,1
5529,1693,1561,1
4605,3661,1617,0
2856,630,1730,1
929,3604,2698,0
996,1910,2496,0
633,2175,1916,0
2027,855,3592,0
2576,2375,2244,0
3235,3620,3020,0
543,3541,2324,0
1287,260,3409,1
1510,2456,294,1
2999,2877,1692,1
919,948,2571,0
5035,634,537,0
274,3509,839,1
3976,1734,3172,1
4359,3500,1234,0
5918,460,2528,0
3703,697,2524,1
962,2873,2993,1
5850,2704,127,1
2318,3211,1007,1
3601,1281,1170,1
1103,354,1112,1
5361,3500,3657,1
2165,2985,3634,0
614,2430,3044,0
2955,334,1455,1
3035,548,700,0
44,690,763,1
822,2563,2110,0
348,564,91,0
240,1628,2299,1
5868,1635,696,0
2908,2323,3003,1
4077,1265,2841,1
4138,2410,1601,0
1648,1707,1532,1
1919,3072,738,0
2926,1864,1190,1
2169,1153,1693,1
2258,210,3270,0
5888,2689,1990,1
3504,2072,2717,0
1675,2958,1253,0
1174,2675,1866,1
4140,3219,221,0
642,1360,1788,0
2690,3110,886,1
2934,14,2971,0
2511,732,1424,1
5920,3631,507,0
5153,2581,2936,0
1543,3417,1221,1
4523,1198,314,0
2948,299,721,1
4357,253,3614,0
1998,2785,3209,1
5867,1087,1205,0
2360,331,1886,1
4599,2926,2580,0
4580,1237,3666,0
5974,3077,815,1
3485,648,1908,0
2855,1158,8,1
1538,3115,2774,0
3056,433,1816,0
2289,2524,776,0
1289,1662,631,0
5042,3595,2332,0
2983,2167,3381,1
4317,224,538,1
2411,1498,389,0
5591,1858,2914,1
5737,298,2821,0
587,3305,3037,1
193,1272,2284,0
4690,320,1841,0
82,3137,1036,0
5359,3635,2784,0
4611,1509,240,0
419,749,3288,1
1735,2121,457,1
820,1253,2262,0
3645,3163,1146,0
1988,3595,632,1
3350,2401,292,1
1887,3231,3253,1
2453,2026,161,0
2773,2399,3620,1
4559,1830,2140,0
5008,2125,1729,1
4613,4,18,1
2839,1557,2913,0
3549,2693,1066,1
154,2124,3666,1
3780,482,3635,1
5362,112,842,0
2985,1352,3237,0
188,3385,1968,0
785,588,3618,0
3156,307,2944,1
3349,421,520,0
1541,995,1431,0
631,1095,223,1
119,242,1692,1
2958,2077,2016,0
1654,56,2230,1
641,1617,2987,0
2749,1164,2407,1
5343,13,240,1
86,65,868,0
2001,3391,476,1
1086,60,1955,0
1869,1557,96,0
1316,1888,2737,1
447,1782,1941,1
1845,403,788,1
2349,2102,64,0
656,2377,1492,0
4577,287,747,0
5583,3255,2867,0
1501,523,2805,1
638,1323,3523,0
6008,2191,2141,1
3511,2514,1659,1
2692,307,1798,0
3495,1289,2054,0
1275,1573,1476,1
797,3497,2062,0
5993,1285,768,1
1801,1365,336,1
2342,3023,3467,1
2536,3604,1290,0
1550,1239,2934,1
5847,601,3070,0
5526,2688,2878,1
2947,2916,2411,0
4646,2099,2957,0
3622,139,3605,0
277,3583,2749,1
4694,741,1890,0
4816,3509,3411,1
295,507,2685,0
5712,2106,3405,1
5243,695,274,1
4147,3060,3112,0
4146,1998,307,0
5859,1849,1075,1
5365,2842,2963,0
2311,2182,1090,0
377,3269,3393,1
5857,209,1275,1
5964,3526,1381,1
4697,1068,1910,0
5284,2705,2334,0
628,814,1375,0
3911,1147,1381,0
3797,2071,288,0
5518,2987,406,1
5875,2282,1965,0
4090,149,2252,0
3733,900,1900,1
149,1237,1778,1
736,775,467,1
5272,10,1066,0
2212,1748,842,1
1,2793,2100,0
2535,2997,45,1
1079,2507,3654,1
921,1824,1344,1
3736,2287,1708,1
4155,945,3009,0
4924,77,1888,1
2524,2580,745,1
2073,905,2265,0
2548,2013,3077,1
5530,240,3051,1
5539,2869,2924,0
3244,847,2400,0
1318,2160,3098,1
5746,2377,2411,0
1800,2491,1032,1
5991,1786,1129,0
5937,1028,3523,1
3604,127,3510,0
3366,222,1200,1
4617,1265,3084,1
3364,3180,2775,0
2296,1768,2150,0
3442,3291,220,1
5414,1380,2282,1
4409,1004,3545,1
2930,1344,2616,1
394,266,42,0
3371,1452,91,1
4665,1630,1462,0
3267,829,3459,1
3679,2824,1061,0
2454,2760,232,0
1369,359,2194,0
4442,3003,2844,0
3832,1086,2192,0
2235,2515,2983,0
2613,3016,3003,1
3190,1631,1787,0
3002,319,2915,0
4334,1380,442,0
2778,639,2988,0
4424,221,235,1
4575,2623,1253,0
473,841,51,0
3861,1555,2344,0
235,140,2797,0
5987,1647,1380,1
2338,2866,708,1
5326,1775,242,1
2021,2673,1424,1
3270,3041,261,1
3557,2114,3411,0
2430,1622,990,0
4653,1154,446,0
4842,1394,906,0
4310,734,61,0
4768,295,1254,0
3463,117,2871,1
4996,2205,762,0
938,960,1723,0
1839,2375,1391,0
1575,3705,363,1
182,2381,1441,1
1213,2136,3003,1
1488,2469,3604,1
1948,139,66,0
3285,1516,1236,1
1279,1657,547,1
2523,1648,177,0
4074,3145,1451,0
2534,3022,2408,1
1896,583,1522,0
5789,660,775,1
529,2432,2470,0
4067,3209,3308,1
4398,2795,3567,1
2157,226,1462,1
4415,2144,3523,1
569,2320,2521,1
5009,2687,1133,0
101,2993,3380,0
5536,532,2878,1
5672,292,874,1
5835,814,818,1
3612,2221,2436,1
4119,1706,1148,0
3020,864,684,0
6029,3184,2638,0
937,3137,3282,0
5523,570,115,0
1797,1399,2215,1
2343,655,3071,1
3195,2583,1251,1
2962,508,1686,0
755,2520,161,1
651,634,934,1
2501,1075,349,1
903,2429,2827,0
645,3690,3113,1
814,985,61,1
823,1068,1906,1
6010,3118,2483,0
1779,127,3296,0
2478,1172,2408,0
2130,3028,1199,1
1725,764,2329,1
2286,2797,984,1
4457,3420,2270,1
2264,752,2282,1
1187,642,1310,1
2088,410,1819,0
4730,2961,408,1
261,2234,2258,0
5304,3598,1087,1
5191,3158,3096,1
2484,2705,2144,0
984,1075,414,0
3611,1347,2218,0
3412,1977,2993,1
2701,688,236,1
3233,3136,2766,0
4052,1281,30,1
471,3373,2872,0
2459,1886,2013,0
2649,3246,1604,0
4744,732,1601,1
1245,3292,3235,1
4222,1136,1784,0
1284,1743,48,1
1270,3589,1662,1
5482,2211,2368,0
4154,436,2080,1
3630,2659,2063,0
4088,473,3624,0
1923,2163,2534,1
3435,65,557,0
1894,3007,1268,1
2303,28,1068,1
1447,3105,736,1
4809,1223,3664,1
2828,2524,750,0
5493,721,3125,0
831,2953,1249,1
3902,156,2433,1
2919,1038,2697,0
3802,1403,3461,0
2363,1086,3283,1
1856,1867,706,0
2723,124,992,0
4515,2756,3523,1
2748,2980,379,1
1859,202,824,0
2571,298,279,1
4117,3243,274,1
2898,2630,1019,1
5610,2895,145,1
752,2793,1865,1
1288,1803,1341,1
3560,1201,1287,1
5063,604,2355,1
1985,2358,3667,1
1551,630,1786,0
1126,668,3533,0
5082,1127,60,0
4586,2907,830,0
5992,2610,2580,1
5246,1012,532,1
5861,1611,2212,1
1511,541,1511,1
3096,3335,2534,1
3130,721,2491,0
3959,2928,50,1
4836,3523,3370,0
5179,3418,3429,0
888,2327,2684,0
1117,733,3692,0
5815,3534,540,1
4219,1015,2056,1
1626,1673,3687,0
5234,3441,3359,1
5151,127,2353,0
775,909,3704,1
5558,3500,2675,1
3977,3393,709,0
4325,2017,3142,1
3075,430,1399,1
1435,1931,1833,1
2737,1529,3163,1
5226,449,3061,0
4265,2369,782,1
2785,126,3529,1
646,2696,3297,0
3625,3288,3062,1
1986,3378,1986,1
872,299,1410,1
3720,1631,663,0
5854,3241,371,0
526,1666,458,1
2074,769,476,1
1757,1861,3297,1
3289,532,2655,0
4264,2517,1386,1
5700,240,1503,0
5044,1307,2099,1
5261,543,1329,0
3616,846,3154,1
3070,732,2167,1
756,1774,405,1
5047,2239,3422,0
217,3023,2461,1
